unit_id,powiat,wojewodztwo,rok,unemployment_rate,crimes_total_per_1000,property_crimes_per_1000,violent_crimes_per_1000,crime_minus_unemployment
042214010000,Powiat nowodworski,Kujawsko-Pomorskie,2020,3.5,19.8,9.82,0.38,16.3
071413014000,Powiat nowodworski,Nieznane,2020,2.5,21.84,9.77,0.42,19.34
042214010000,Powiat nowodworski,Kujawsko-Pomorskie,2021,2.3,20.67,11.15,0.67,18.37
071413014000,Powiat nowodworski,Nieznane,2021,1.4,21.18,9.08,0.34,19.78
042214010000,Powiat nowodworski,Kujawsko-Pomorskie,2022,3.7,19.27,9.91,0.24,15.57
071413014000,Powiat nowodworski,Nieznane,2022,2.3,23.95,11.5,0.3,21.65
042214010000,Powiat nowodworski,Kujawsko-Pomorskie,2023,3.4,23.68,14.52,0.36,20.28
071413014000,Powiat nowodworski,Nieznane,2023,2.0,21.13,9.93,0.45,19.13
042214010000,Powiat nowodworski,Kujawsko-Pomorskie,2024,5.1,20.38,11.4,0.15,15.28
071413014000,Powiat nowodworski,Nieznane,2024,3.0,19.7,8.32,0.49,16.7
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2014,4.9,15.2,6.8,0.38,10.299999999999999
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2015,7.4,14.11,5.09,0.27,6.709999999999999
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2016,4.0,14.85,5.61,0.5,10.85
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2017,3.8,14.79,4.55,0.36,10.989999999999998
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2018,5.0,15.0,4.86,0.36,10.0
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2019,5.6,17.2,5.85,0.23,11.6
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2020,4.0,17.01,6.37,0.26,13.010000000000002
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2021,3.7,15.9,6.73,0.21,12.2
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2022,5.8,16.01,6.29,0.24,10.21
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2023,4.2,15.55,5.39,0.45,11.350000000000001
042815412000,Powiat nowomiejski,Kujawsko-Pomorskie,2024,5.0,15.68,6.07,0.17,10.68
020811404000,Powiat nowosolski,Dolnoslaskie,2014,3.6,40.77,14.94,0.75,37.17
020811404000,Powiat nowosolski,Dolnoslaskie,2015,3.5,35.58,11.5,0.7,32.08
020811404000,Powiat nowosolski,Dolnoslaskie,2016,3.1,23.06,12.62,0.75,19.959999999999997
020811404000,Powiat nowosolski,Dolnoslaskie,2017,2.0,20.14,9.04,0.55,18.14
020811404000,Powiat nowosolski,Dolnoslaskie,2018,2.5,26.49,11.57,0.5,23.99
020811404000,Powiat nowosolski,Dolnoslaskie,2019,2.9,24.84,10.11,0.74,21.94
020811404000,Powiat nowosolski,Dolnoslaskie,2020,2.6,27.22,9.87,0.57,24.619999999999997
020811404000,Powiat nowosolski,Dolnoslaskie,2021,2.5,25.17,10.22,0.54,22.67
020811404000,Powiat nowosolski,Dolnoslaskie,2022,4.0,23.16,10.81,0.56,19.16
020811404000,Powiat nowosolski,Dolnoslaskie,2023,3.6,25.4,12.28,0.49,21.799999999999997
020811404000,Powiat nowosolski,Dolnoslaskie,2024,4.3,23.13,11.7,0.44,18.83
011212210000,Powiat nowosądecki,Nieznane,2014,8.6,15.35,4.65,0.33,6.75
011212210000,Powiat nowosądecki,Nieznane,2015,7.2,19.65,4.3,0.26,12.45
011212210000,Powiat nowosądecki,Nieznane,2016,7.5,8.25,3.22,0.19,0.75
011212210000,Powiat nowosądecki,Nieznane,2017,5.9,23.29,18.1,0.22,17.39
011212210000,Powiat nowosądecki,Nieznane,2018,6.1,14.84,3.24,0.33,8.74
011212210000,Powiat nowosądecki,Nieznane,2019,5.6,25.64,3.47,0.18,20.04
011212210000,Powiat nowosądecki,Nieznane,2020,6.4,55.77,3.03,0.21,49.370000000000005
011212210000,Powiat nowosądecki,Nieznane,2021,5.5,14.87,3.41,0.18,9.37
011212210000,Powiat nowosądecki,Nieznane,2022,8.0,10.89,5.62,0.18,2.8900000000000006
011212210000,Powiat nowosądecki,Nieznane,2023,6.1,22.5,4.2,0.17,16.4
011212210000,Powiat nowosądecki,Nieznane,2024,6.1,101.11,3.73,0.18,95.01
011216911000,Powiat nowotarski,Nieznane,2014,7.3,13.73,6.62,0.39,6.430000000000001
011216911000,Powiat nowotarski,Nieznane,2015,7.6,11.63,5.77,0.29,4.030000000000001
011216911000,Powiat nowotarski,Nieznane,2016,7.0,10.94,5.23,0.29,3.9399999999999995
011216911000,Powiat nowotarski,Nieznane,2017,7.3,12.16,5.95,0.32,4.86
011216911000,Powiat nowotarski,Nieznane,2018,6.2,11.23,4.36,0.36,5.03
011216911000,Powiat nowotarski,Nieznane,2019,7.1,11.6,5.07,0.31,4.5
011216911000,Powiat nowotarski,Nieznane,2020,6.5,11.5,4.19,0.32,5.0
011216911000,Powiat nowotarski,Nieznane,2021,5.6,12.47,4.31,0.33,6.870000000000001
011216911000,Powiat nowotarski,Nieznane,2022,9.3,20.25,13.08,0.28,10.95
011216911000,Powiat nowotarski,Nieznane,2023,6.9,11.94,5.78,0.27,5.039999999999999
011216911000,Powiat nowotarski,Nieznane,2024,7.2,15.31,7.8,0.28,8.11
023015915000,Powiat nowotomyski,Dolnoslaskie,2014,5.8,16.01,6.54,0.23,10.21
023015915000,Powiat nowotomyski,Dolnoslaskie,2015,8.5,14.25,5.93,0.17,5.75
023015915000,Powiat nowotomyski,Dolnoslaskie,2016,4.4,10.88,2.81,0.2,6.48
023015915000,Powiat nowotomyski,Dolnoslaskie,2017,4.9,10.46,3.6,0.19,5.5600000000000005
023015915000,Powiat nowotomyski,Dolnoslaskie,2018,6.4,11.54,3.6,0.13,5.139999999999999
023015915000,Powiat nowotomyski,Dolnoslaskie,2019,3.6,18.14,6.86,0.24,14.540000000000001
023015915000,Powiat nowotomyski,Dolnoslaskie,2020,4.4,13.6,5.81,0.12,9.2
023015915000,Powiat nowotomyski,Dolnoslaskie,2021,5.3,18.3,7.2,0.2,13.0
023015915000,Powiat nowotomyski,Dolnoslaskie,2022,9.4,16.03,5.89,0.2,6.630000000000001
023015915000,Powiat nowotomyski,Dolnoslaskie,2023,5.7,23.14,10.03,0.15,17.44
023015915000,Powiat nowotomyski,Dolnoslaskie,2024,4.9,58.39,3.66,0.2,53.49
031613107000,Powiat nyski,Nieznane,2014,3.8,22.12,12.97,0.62,18.32
031613107000,Powiat nyski,Nieznane,2015,4.3,19.78,9.91,0.44,15.48
031613107000,Powiat nyski,Nieznane,2016,3.6,21.21,9.2,0.59,17.61
031613107000,Powiat nyski,Nieznane,2017,3.9,19.16,8.53,0.7,15.26
031613107000,Powiat nyski,Nieznane,2018,2.9,20.02,9.15,0.7,17.12
031613107000,Powiat nyski,Nieznane,2019,3.2,20.05,9.99,0.59,16.85
031613107000,Powiat nyski,Nieznane,2020,2.0,19.95,11.01,0.35,17.95
031613107000,Powiat nyski,Nieznane,2021,2.8,18.84,10.24,0.29,16.04
031613107000,Powiat nyski,Nieznane,2022,3.3,17.8,9.1,0.34,14.5
031613107000,Powiat nyski,Nieznane,2023,2.7,20.0,8.79,0.47,17.3
031613107000,Powiat nyski,Nieznane,2024,3.2,18.63,9.63,0.57,15.43
023016116000,Powiat obornicki,Dolnoslaskie,2014,4.5,17.69,8.15,0.41,13.190000000000001
023016116000,Powiat obornicki,Dolnoslaskie,2015,4.4,22.76,12.1,0.32,18.36
023016116000,Powiat obornicki,Dolnoslaskie,2016,3.5,15.2,7.83,0.29,11.7
023016116000,Powiat obornicki,Dolnoslaskie,2017,2.9,16.49,7.83,0.22,13.589999999999998
023016116000,Powiat obornicki,Dolnoslaskie,2018,3.1,17.13,5.52,0.37,14.03
023016116000,Powiat obornicki,Dolnoslaskie,2019,3.5,18.84,7.54,0.38,15.34
023016116000,Powiat obornicki,Dolnoslaskie,2020,3.6,16.96,5.47,0.3,13.360000000000001
023016116000,Powiat obornicki,Dolnoslaskie,2021,3.7,18.4,6.38,0.27,14.7
023016116000,Powiat obornicki,Dolnoslaskie,2022,6.5,20.55,7.36,0.34,14.05
023016116000,Powiat obornicki,Dolnoslaskie,2023,5.4,20.2,8.67,0.32,14.799999999999999
023016116000,Powiat obornicki,Dolnoslaskie,2024,4.9,15.63,6.81,0.39,10.73
042815513000,Powiat olecki,Kujawsko-Pomorskie,2014,3.7,16.6,6.92,0.26,12.900000000000002
042815513000,Powiat olecki,Kujawsko-Pomorskie,2015,3.4,15.85,7.31,0.55,12.45
042815513000,Powiat olecki,Kujawsko-Pomorskie,2016,2.4,12.62,5.62,0.46,10.219999999999999
042815513000,Powiat olecki,Kujawsko-Pomorskie,2017,2.6,16.32,8.85,0.46,13.72
042815513000,Powiat olecki,Kujawsko-Pomorskie,2018,2.5,15.24,5.04,0.64,12.74
042815513000,Powiat olecki,Kujawsko-Pomorskie,2019,2.7,17.68,7.61,0.55,14.98
042815513000,Powiat olecki,Kujawsko-Pomorskie,2020,3.1,14.77,5.68,0.27,11.67
042815513000,Powiat olecki,Kujawsko-Pomorskie,2021,2.4,13.93,5.6,0.4,11.53
042815513000,Powiat olecki,Kujawsko-Pomorskie,2022,3.1,17.85,9.02,0.74,14.750000000000002
042815513000,Powiat olecki,Kujawsko-Pomorskie,2023,2.7,19.93,12.74,0.69,17.23
042815513000,Powiat olecki,Kujawsko-Pomorskie,2024,2.4,26.43,8.76,0.44,24.03
031613208000,Powiat oleski,Nieznane,2014,6.7,23.33,6.91,0.4,16.63
031613208000,Powiat oleski,Nieznane,2015,7.7,18.59,7.64,0.49,10.89
031613208000,Powiat oleski,Nieznane,2016,6.4,21.17,6.52,0.44,14.770000000000001
031613208000,Powiat oleski,Nieznane,2017,5.1,21.69,4.78,0.31,16.590000000000003
031613208000,Powiat oleski,Nieznane,2018,5.1,14.74,5.14,0.25,9.64
031613208000,Powiat oleski,Nieznane,2019,5.3,22.47,4.83,0.28,17.169999999999998
031613208000,Powiat oleski,Nieznane,2020,6.3,29.27,5.1,0.29,22.97
031613208000,Powiat oleski,Nieznane,2021,5.1,16.12,6.78,0.42,11.020000000000001
031613208000,Powiat oleski,Nieznane,2022,5.5,16.19,7.58,0.19,10.690000000000001
031613208000,Powiat oleski,Nieznane,2023,4.8,16.3,8.02,0.31,11.5
031613208000,Powiat oleski,Nieznane,2024,6.4,15.45,5.51,0.29,9.049999999999999
030210414000,Powiat oleśnicki,Nieznane,2014,4.2,17.28,9.8,0.4,13.080000000000002
030210414000,Powiat oleśnicki,Nieznane,2015,4.3,23.24,15.24,0.28,18.939999999999998
030210414000,Powiat oleśnicki,Nieznane,2016,2.6,17.39,10.26,0.25,14.790000000000001
030210414000,Powiat oleśnicki,Nieznane,2017,2.5,15.36,6.87,0.3,12.86
030210414000,Powiat oleśnicki,Nieznane,2018,2.3,15.73,6.91,0.33,13.43
030210414000,Powiat oleśnicki,Nieznane,2019,3.2,14.77,6.67,0.25,11.57
030210414000,Powiat oleśnicki,Nieznane,2020,2.4,14.34,6.15,0.22,11.94
030210414000,Powiat oleśnicki,Nieznane,2021,2.9,17.54,9.16,0.28,14.639999999999999
030210414000,Powiat oleśnicki,Nieznane,2022,4.5,18.95,9.84,0.23,14.45
030210414000,Powiat oleśnicki,Nieznane,2023,3.0,21.57,7.8,0.35,18.57
030210414000,Powiat oleśnicki,Nieznane,2024,4.1,14.8,7.2,0.31,10.700000000000001
011212312000,Powiat olkuski,Nieznane,2014,5.5,21.28,11.46,0.49,15.780000000000001
011212312000,Powiat olkuski,Nieznane,2015,5.2,17.97,8.13,0.35,12.77
011212312000,Powiat olkuski,Nieznane,2016,4.4,15.33,5.97,0.48,10.93
011212312000,Powiat olkuski,Nieznane,2017,3.3,18.04,7.33,0.59,14.739999999999998
011212312000,Powiat olkuski,Nieznane,2018,3.4,15.5,6.42,0.37,12.1
011212312000,Powiat olkuski,Nieznane,2019,3.3,19.47,8.22,0.31,16.169999999999998
011212312000,Powiat olkuski,Nieznane,2020,3.8,16.39,6.69,0.29,12.59
011212312000,Powiat olkuski,Nieznane,2021,3.0,17.69,6.78,0.3,14.690000000000001
011212312000,Powiat olkuski,Nieznane,2022,5.1,17.32,7.84,0.3,12.22
011212312000,Powiat olkuski,Nieznane,2023,4.2,14.37,7.49,0.36,10.169999999999998
011212312000,Powiat olkuski,Nieznane,2024,3.7,19.82,9.01,0.28,16.12
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2014,4.4,17.71,10.06,0.54,13.31
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2015,4.0,14.99,8.32,0.45,10.99
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2016,3.2,14.67,8.15,0.46,11.469999999999999
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2017,3.3,15.5,6.35,0.55,12.2
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2018,3.2,16.01,6.41,0.38,12.810000000000002
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2019,4.1,15.13,5.79,0.48,11.030000000000001
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2020,2.9,14.91,6.8,0.35,12.01
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2021,3.6,14.64,6.79,0.38,11.040000000000001
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2022,4.4,13.33,6.84,0.36,8.93
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2023,4.2,14.36,6.49,0.42,10.16
042815614000,Powiat olsztyński,Kujawsko-Pomorskie,2024,3.9,12.77,5.83,0.31,8.87
052615306000,Powiat opatowski,Nieznane,2014,4.8,19.87,5.37,0.31,15.07
052615306000,Powiat opatowski,Nieznane,2015,5.7,10.2,4.43,0.19,4.499999999999999
052615306000,Powiat opatowski,Nieznane,2016,4.5,15.51,3.58,0.21,11.01
052615306000,Powiat opatowski,Nieznane,2017,4.8,39.91,32.48,0.3,35.11
052615306000,Powiat opatowski,Nieznane,2018,5.1,12.28,4.4,0.36,7.18
052615306000,Powiat opatowski,Nieznane,2019,4.6,12.42,3.52,0.32,7.82
052615306000,Powiat opatowski,Nieznane,2020,5.4,18.95,11.26,0.46,13.549999999999999
052615306000,Powiat opatowski,Nieznane,2021,4.9,16.21,7.67,0.32,11.31
052615306000,Powiat opatowski,Nieznane,2022,6.4,17.29,4.66,0.2,10.889999999999999
052615306000,Powiat opatowski,Nieznane,2023,4.9,10.8,4.89,0.18,5.9
052615306000,Powiat opatowski,Nieznane,2024,5.1,9.26,4.07,0.17,4.16
051011707000,Powiat opoczyński,Nieznane,2014,6.0,15.18,6.98,0.47,9.18
051011707000,Powiat opoczyński,Nieznane,2015,6.2,13.89,6.3,0.39,7.69
051011707000,Powiat opoczyński,Nieznane,2016,5.2,18.6,10.24,0.7,13.400000000000002
051011707000,Powiat opoczyński,Nieznane,2017,4.6,14.21,5.09,0.57,9.610000000000001
051011707000,Powiat opoczyński,Nieznane,2018,5.1,15.12,4.51,0.42,10.02
051011707000,Powiat opoczyński,Nieznane,2019,4.7,27.32,5.73,0.47,22.62
051011707000,Powiat opoczyński,Nieznane,2020,4.0,19.74,5.76,0.51,15.739999999999998
051011707000,Powiat opoczyński,Nieznane,2021,3.7,16.98,6.38,0.41,13.280000000000001
051011707000,Powiat opoczyński,Nieznane,2022,5.7,17.7,6.02,0.28,12.0
051011707000,Powiat opoczyński,Nieznane,2023,5.4,13.37,4.55,0.39,7.969999999999999
051011707000,Powiat opoczyński,Nieznane,2024,4.2,13.34,5.12,0.27,9.14
031613209000,Powiat opolski,Nieznane,2014,4.6,14.25,8.04,0.29,9.65
060611212000,Powiat opolski,Lubelskie,2014,5.9,14.6,5.61,0.36,8.7
031613209000,Powiat opolski,Nieznane,2015,5.0,13.79,7.53,0.27,8.79
060611212000,Powiat opolski,Lubelskie,2015,4.5,13.54,5.22,0.38,9.04
031613209000,Powiat opolski,Nieznane,2016,4.4,12.51,6.31,0.34,8.11
060611212000,Powiat opolski,Lubelskie,2016,5.7,13.26,5.02,0.54,7.56
031613209000,Powiat opolski,Nieznane,2017,3.9,11.13,6.19,0.27,7.23
060611212000,Powiat opolski,Lubelskie,2017,6.3,13.05,3.94,0.78,6.750000000000001
031613209000,Powiat opolski,Nieznane,2018,3.9,13.14,5.29,0.29,9.24
060611212000,Powiat opolski,Lubelskie,2018,5.3,11.67,3.12,0.48,6.37
031613209000,Powiat opolski,Nieznane,2019,3.8,10.67,4.43,0.32,6.87
060611212000,Powiat opolski,Lubelskie,2019,4.8,12.79,2.67,0.59,7.989999999999999
031613209000,Powiat opolski,Nieznane,2020,3.6,11.14,5.98,0.28,7.540000000000001
060611212000,Powiat opolski,Lubelskie,2020,5.1,13.74,4.58,0.45,8.64
031613209000,Powiat opolski,Nieznane,2021,3.4,12.02,6.37,0.17,8.62
060611212000,Powiat opolski,Lubelskie,2021,5.5,12.9,3.58,0.33,7.4
031613209000,Powiat opolski,Nieznane,2022,4.9,11.29,5.26,0.24,6.389999999999999
060611212000,Powiat opolski,Lubelskie,2022,5.9,14.34,5.76,0.34,8.44
031613209000,Powiat opolski,Nieznane,2023,5.0,10.29,5.12,0.25,5.289999999999999
060611212000,Powiat opolski,Lubelskie,2023,5.8,13.83,4.78,0.39,8.030000000000001
031613209000,Powiat opolski,Nieznane,2024,5.2,10.78,5.51,0.23,5.579999999999999
060611212000,Powiat opolski,Lubelskie,2024,4.0,15.07,5.73,0.58,11.07
052615207000,Powiat ostrowiecki,Nieznane,2014,5.1,17.31,8.52,0.6,12.209999999999999
052615207000,Powiat ostrowiecki,Nieznane,2015,5.1,17.15,9.41,0.37,12.049999999999999
052615207000,Powiat ostrowiecki,Nieznane,2016,3.9,12.85,6.7,0.43,8.95
052615207000,Powiat ostrowiecki,Nieznane,2017,3.8,14.36,7.39,0.47,10.559999999999999
052615207000,Powiat ostrowiecki,Nieznane,2018,3.3,15.9,6.14,0.52,12.600000000000001
052615207000,Powiat ostrowiecki,Nieznane,2019,3.1,16.94,5.77,0.44,13.840000000000002
052615207000,Powiat ostrowiecki,Nieznane,2020,3.2,15.43,6.03,0.38,12.23
052615207000,Powiat ostrowiecki,Nieznane,2021,2.5,16.34,6.64,0.33,13.84
052615207000,Powiat ostrowiecki,Nieznane,2022,3.7,17.0,7.54,0.3,13.3
052615207000,Powiat ostrowiecki,Nieznane,2023,3.6,14.76,6.24,0.28,11.16
052615207000,Powiat ostrowiecki,Nieznane,2024,3.2,19.38,9.09,0.38,16.18
023015717000,Powiat ostrowski,Dolnoslaskie,2014,6.3,26.19,17.96,0.33,19.89
071422616000,Powiat ostrowski,Nieznane,2014,6.3,18.59,9.9,0.36,12.29
023015717000,Powiat ostrowski,Dolnoslaskie,2015,6.8,27.0,18.39,0.24,20.2
071422616000,Powiat ostrowski,Nieznane,2015,6.0,14.88,8.23,0.39,8.88
023015717000,Powiat ostrowski,Dolnoslaskie,2016,5.5,26.82,19.1,0.39,21.32
071422616000,Powiat ostrowski,Nieznane,2016,5.2,16.53,8.95,0.5,11.330000000000002
023015717000,Powiat ostrowski,Dolnoslaskie,2017,4.7,17.17,10.44,0.28,12.470000000000002
071422616000,Powiat ostrowski,Nieznane,2017,4.4,14.33,5.77,0.53,9.93
023015717000,Powiat ostrowski,Dolnoslaskie,2018,5.3,18.38,10.76,0.17,13.079999999999998
071422616000,Powiat ostrowski,Nieznane,2018,4.7,14.88,6.19,0.33,10.18
023015717000,Powiat ostrowski,Dolnoslaskie,2019,5.8,16.55,8.82,0.27,10.75
071422616000,Powiat ostrowski,Nieznane,2019,5.2,15.53,6.39,0.47,10.329999999999998
023015717000,Powiat ostrowski,Dolnoslaskie,2020,4.7,15.44,7.86,0.22,10.739999999999998
071422616000,Powiat ostrowski,Nieznane,2020,5.3,23.52,8.85,0.36,18.22
023015717000,Powiat ostrowski,Dolnoslaskie,2021,4.8,17.69,9.59,0.24,12.89
071422616000,Powiat ostrowski,Nieznane,2021,4.4,15.82,6.57,0.36,11.42
023015717000,Powiat ostrowski,Dolnoslaskie,2022,7.0,16.79,9.99,0.18,9.79
071422616000,Powiat ostrowski,Nieznane,2022,5.0,21.28,12.46,0.33,16.28
023015717000,Powiat ostrowski,Dolnoslaskie,2023,7.6,18.77,7.84,0.22,11.17
071422616000,Powiat ostrowski,Nieznane,2023,4.9,14.82,7.36,0.41,9.92
023015717000,Powiat ostrowski,Dolnoslaskie,2024,6.3,15.53,7.39,0.21,9.23
071422616000,Powiat ostrowski,Nieznane,2024,5.0,14.04,6.36,0.26,9.04
071422615000,Powiat ostrołęcki,Nieznane,2014,6.8,10.14,3.67,0.23,3.3400000000000007
071422615000,Powiat ostrołęcki,Nieznane,2015,7.2,9.88,3.44,0.33,2.6800000000000006
071422615000,Powiat ostrołęcki,Nieznane,2016,6.5,8.91,3.31,0.31,2.41
071422615000,Powiat ostrołęcki,Nieznane,2017,5.5,8.43,2.5,0.47,2.9299999999999997
071422615000,Powiat ostrołęcki,Nieznane,2018,5.6,9.41,2.45,0.34,3.8100000000000005
071422615000,Powiat ostrołęcki,Nieznane,2019,5.4,9.32,2.71,0.35,3.92
071422615000,Powiat ostrołęcki,Nieznane,2020,5.1,8.62,2.41,0.41,3.5199999999999996
071422615000,Powiat ostrołęcki,Nieznane,2021,4.8,11.35,3.38,0.34,6.55
071422615000,Powiat ostrołęcki,Nieznane,2022,5.5,10.13,3.78,0.23,4.630000000000001
071422615000,Powiat ostrołęcki,Nieznane,2023,5.1,11.53,5.17,0.24,6.43
071422615000,Powiat ostrołęcki,Nieznane,2024,4.7,93.52,84.13,0.24,88.82
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2014,8.0,18.88,9.25,0.41,10.879999999999999
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2015,7.7,16.08,6.53,0.13,8.379999999999999
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2016,6.7,13.92,5.41,0.23,7.22
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2017,6.0,20.66,4.53,0.22,14.66
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2018,5.4,13.54,3.88,0.13,8.139999999999999
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2019,5.9,16.17,7.89,0.23,10.270000000000001
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2020,5.3,12.6,4.31,0.16,7.3
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2021,5.4,14.3,4.46,0.09,8.9
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2022,8.1,11.96,5.24,0.16,3.860000000000001
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2023,6.8,13.05,5.39,0.31,6.250000000000001
023015718000,Powiat ostrzeszowski,Dolnoslaskie,2024,7.5,12.39,4.55,0.11,4.890000000000001
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2014,4.0,19.72,9.87,0.75,15.719999999999999
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2015,4.5,19.17,9.62,0.73,14.670000000000002
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2016,2.8,18.16,8.54,0.78,15.36
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2017,3.2,17.19,8.36,0.67,13.990000000000002
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2018,3.3,16.72,6.69,0.56,13.419999999999998
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2019,3.8,17.67,7.31,0.53,13.870000000000001
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2020,2.4,17.01,8.18,0.41,14.610000000000001
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2021,2.5,20.29,8.77,0.58,17.79
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2022,4.2,19.89,9.76,0.42,15.690000000000001
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2023,3.9,17.51,8.19,0.63,13.610000000000001
042815415000,Powiat ostródzki,Kujawsko-Pomorskie,2024,4.1,18.96,9.17,0.51,14.860000000000001
071412917000,Powiat otwocki,Nieznane,2014,3.9,18.43,9.95,0.44,14.53
071412917000,Powiat otwocki,Nieznane,2015,3.9,20.75,11.95,0.29,16.85
071412917000,Powiat otwocki,Nieznane,2016,4.6,15.05,7.66,0.39,10.450000000000001
071412917000,Powiat otwocki,Nieznane,2017,3.2,15.24,7.91,0.36,12.04
071412917000,Powiat otwocki,Nieznane,2018,2.6,15.33,7.46,0.33,12.73
071412917000,Powiat otwocki,Nieznane,2019,2.5,14.78,6.71,0.35,12.28
071412917000,Powiat otwocki,Nieznane,2020,2.6,18.11,6.33,0.28,15.51
071412917000,Powiat otwocki,Nieznane,2021,3.0,20.5,7.87,0.32,17.5
071412917000,Powiat otwocki,Nieznane,2022,3.3,20.63,8.05,0.5,17.33
071412917000,Powiat otwocki,Nieznane,2023,3.1,20.3,8.79,0.45,17.2
071412917000,Powiat otwocki,Nieznane,2024,3.8,18.68,6.3,0.37,14.879999999999999
030210415000,Powiat oławski,Nieznane,2014,2.7,18.82,8.65,0.37,16.12
030210415000,Powiat oławski,Nieznane,2015,3.2,22.8,13.19,0.3,19.6
030210415000,Powiat oławski,Nieznane,2016,2.3,21.52,12.57,0.41,19.22
030210415000,Powiat oławski,Nieznane,2017,2.2,21.03,10.31,0.34,18.830000000000002
030210415000,Powiat oławski,Nieznane,2018,2.2,18.52,8.67,0.39,16.32
030210415000,Powiat oławski,Nieznane,2019,2.6,22.94,12.96,0.36,20.34
030210415000,Powiat oławski,Nieznane,2020,2.0,22.63,12.18,0.43,20.63
030210415000,Powiat oławski,Nieznane,2021,2.1,23.58,12.06,0.23,21.479999999999997
030210415000,Powiat oławski,Nieznane,2022,3.9,20.07,11.97,0.31,16.17
030210415000,Powiat oławski,Nieznane,2023,3.3,20.26,10.82,0.3,16.96
030210415000,Powiat oławski,Nieznane,2024,3.9,15.81,7.62,0.23,11.91
011212313000,Powiat oświęcimski,Nieznane,2014,5.1,23.42,11.06,0.48,18.32
011212313000,Powiat oświęcimski,Nieznane,2015,5.0,22.16,9.19,0.47,17.16
011212313000,Powiat oświęcimski,Nieznane,2016,4.3,19.68,6.55,0.41,15.379999999999999
011212313000,Powiat oświęcimski,Nieznane,2017,3.9,24.73,8.55,0.47,20.830000000000002
011212313000,Powiat oświęcimski,Nieznane,2018,4.4,20.1,7.37,0.4,15.700000000000001
011212313000,Powiat oświęcimski,Nieznane,2019,3.5,23.32,7.5,0.44,19.82
011212313000,Powiat oświęcimski,Nieznane,2020,3.5,18.49,8.4,0.41,14.989999999999998
011212313000,Powiat oświęcimski,Nieznane,2021,3.5,18.04,6.97,0.27,14.54
011212313000,Powiat oświęcimski,Nieznane,2022,5.2,23.81,7.63,0.4,18.61
011212313000,Powiat oświęcimski,Nieznane,2023,4.3,18.02,7.05,0.42,13.719999999999999
011212313000,Powiat oświęcimski,Nieznane,2024,4.5,23.3,7.34,0.36,18.8
051011508000,Powiat pabianicki,Nieznane,2014,3.2,15.37,9.26,0.29,12.169999999999998
051011508000,Powiat pabianicki,Nieznane,2015,3.3,15.53,8.91,0.26,12.23
051011508000,Powiat pabianicki,Nieznane,2016,2.8,15.02,8.51,0.21,12.219999999999999
051011508000,Powiat pabianicki,Nieznane,2017,2.2,27.9,19.81,0.3,25.7
051011508000,Powiat pabianicki,Nieznane,2018,2.3,16.1,7.59,0.34,13.8
051011508000,Powiat pabianicki,Nieznane,2019,1.7,22.15,8.3,0.29,20.45
051011508000,Powiat pabianicki,Nieznane,2020,1.7,20.57,8.95,0.18,18.87
051011508000,Powiat pabianicki,Nieznane,2021,1.6,17.6,10.42,0.26,16.0
